"産業中分類","総数(経営組織)事業所数","総数(経営組織)従業者数 (注)","総数(経営組織)従業者数 (注)_男","総数(経営組織)従業者数 (注)_女","総数(経営組織)従業者数 (注)_個人業主 (注)","総数(経営組織)従業者数 (注)_個人業主 (注)_男","総数(経営組織)従業者数 (注)_個人業主 (注)_女","総数(経営組織)従業者数 (注)_無給の家族従業者 (注)","総数(経営組織)従業者数 (注)_無給の家族従業者 (注)_男","総数(経営組織)従業者数 (注)_無給の家族従業者 (注)_女","総数(経営組織)従業者数 (注)_有給役員(注)","総数(経営組織)従業者数 (注)_有給役員(注)_男","総数(経営組織)従業者数 (注)_有給役員(注)_女","総数(経営組織)従業者数 (注)_常用雇用者(注)","総数(経営組織)従業者数 (注)_常用雇用者(注)_男","総数(経営組織)従業者数 (注)_常用雇用者(注)_女","総数(経営組織)従業者数 (注)_常用雇用者(注)_正社員・正職員(注)","総数(経営組織)従業者数 (注)_常用雇用者(注)_正社員・正職員(注)_男","総数(経営組織)従業者数 (注)_常用雇用者(注)_正社員・正職員(注)_女","総数(経営組織)従業者数 (注)_常用雇用者(注)_正社員・正職員以外 (注)","総数(経営組織)従業者数 (注)_常用雇用者(注)_正社員・正職員以外 (注)_男","総数(経営組織)従業者数 (注)_正社員・正職員(注)_正社員・正職員以外 (注)_女","総数(経営組織)従業者数 (注)_臨時雇用者 (注)","総数(経営組織)従業者数 (注)_臨時雇用者 (注)_男","総数(経営組織)従業者数 (注)_臨時雇用者 (注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_個人業主 (注)","個人_従業者数(注)_個人業主 (注)_男","個人_従業者数(注)_個人業主 (注)_女","個人_従業者数(注)_無給の家族従業者(注)","個人_従業者数(注)_無給の家族従業者(注)_男","個人_従業者数(注)_無給の家族従業者(注)_女","個人_従業者数(注)_常用雇用者(注)","個人_従業者数(注)_常用雇用者(注)_男","個人_従業者数(注)_常用雇用者(注)_女","個人_従業者数(注)_常用雇用者(注)_うち正社員・正職員(注)","個人_従業者数(注)_常用雇用者(注)_うち正社員・正職員(注)_男","個人_従業者数(注)_常用雇用者(注)_うち正社員・正職員(注)_女","個人_従業者数(注)_臨時雇用者(注)","個人_従業者数(注)_臨時雇用者(注)_男","個人_従業者数(注)_臨時雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_有給役員(注)","法人_従業者数(注)_有給役員(注)_男","法人_従業者数(注)_有給役員(注)_女","法人_従業者数(注)_常用雇用者 (注)","法人_従業者数(注)_常用雇用者 (注)_男","法人_従業者数(注)_常用雇用者 (注)_女","法人_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)","法人_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","法人_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","法人_従業者数(注)_臨時雇用者(注)","法人_従業者数(注)_臨時雇用者(注)_男","法人_従業者数(注)_臨時雇用者(注)_女","会社_事業所数","会社_従業者数(注)","会社_従業者数(注)_男","会社_従業者数(注)_女","会社_従業者数(注)_有給役員(注)","会社_従業者数(注)_有給役員(注)_男","会社_従業者数(注)_有給役員(注)_女","会社_従業者数(注)_常用雇用者 (注)","会社_従業者数(注)_常用雇用者 (注)_男","会社_従業者数(注)_常用雇用者 (注)_女","会社_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","会社_従業者数(注)_臨時雇用者(注)","会社_従業者数(注)_臨時雇用者(注)_男","会社_従業者数(注)_臨時雇用者(注)_女","株式・有限・相互会社_事業所数","株式・有限・相互会社_従業者数(注)","株式・有限・相互会社_従業者数(注)_男","株式・有限・相互会社_従業者数(注)_女","株式・有限・相互会社_従業者数(注)_有給役員(注)","株式・有限・相互会社_従業者数(注)_有給役員(注)_男","株式・有限・相互会社_従業者数(注)_有給役員(注)_女","株式・有限・相互会社_従業者数(注)_常用雇用者 (注)","株式・有限・相互会社_従業者数(注)_常用雇用者 (注)_男","株式・有限・相互会社_従業者数(注)_常用雇用者 (注)_女","株式・有限・相互会社_常用雇用者 (注)_従業者数(注)うち正社員・正職員 (注)","株式・有限・相互会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","株式・有限・相互会社_従業者数(注)常用雇用者 (注)うち正社員・正職員 (注)_女","株式・有限・相互会社_従業者数(注)_臨時雇用者(注)","株式・有限・相互会社_従業者数(注)_臨時雇用者(注)_男","株式・有限・相互会社_従業者数(注)_臨時雇用者(注)_女","合名・合資会社_事業所数","合名・合資会社_従業者数(注)","合名・合資会社_従業者数(注)_男","合名・合資会社_従業者数(注)_女","株合名・合資会社_従業者数(注)_有給役員(注)","合名・合資会社_従業者数(注)_有給役員(注)_男","合名・合資会社_従業者数(注)_有給役員(注)_女","合名・合資会社_従業者数(注)_常用雇用者 (注)","合名・合資会社_従業者数(注)_常用雇用者 (注)_男","合名・合資会社_従業者数(注)_常用雇用者 (注)_女","合名・合資会社_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","合名・合資会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","合名・合資会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","合名・合資会社_従業者数(注)_臨時雇用者(注)","合名・合資会社_従業者数(注)_臨時雇用者(注)_男","合名・合資会社_従業者数(注)_臨時雇用者(注)_女","合同会社_事業所数","合同会社_従業者数(注)","合同会社_従業者数(注)_男","合同会社_従業者数(注)_女","合同会社_従業者数(注)_有給役員(注)","合同会社_従業者数(注)_有給役員(注)_男","合同会社_従業者数(注)_有給役員(注)_女","合同会社_従業者数(注)_常用雇用者 (注)","合同会社_従業者数(注)_常用雇用者 (注)_男","合同会社_従業者数(注)_常用雇用者 (注)_女","合同会社_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","合同会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","合同会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","合同会社_従業者数(注)_臨時雇用者(注)","合同会社_従業者数(注)_臨時雇用者(注)_男","合同会社_従業者数(注)_臨時雇用者(注)_女","外国の会社_事業所数","外国の会社_従業者数(注)","外国の会社_従業者数(注)_男","外国の会社_従業者数(注)_女","外国の会社_従業者数(注)_有給役員(注)","外国の会社_従業者数(注)_有給役員(注)_男","外国の会社_従業者数(注)_有給役員(注)_女","外国の会社_従業者数(注)_常用雇用者 (注)","外国の会社_従業者数(注)_常用雇用者 (注)_男","外国の会社_従業者数(注)_常用雇用者 (注)_女","外国の会社_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","外国の会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","外国の会社_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","外国の会社_従業者数(注)_臨時雇用者(注)","外国の会社_従業者数(注)_臨時雇用者(注)_男","外国の会社_従業者数(注)_臨時雇用者(注)_女","会社以外の法人_事業所数","会社以外の法人_従業者数(注)","会社以外の法人_従業者数(注)_男","会社以外の法人_従業者数(注)_女","会社以外の法人_従業者数(注)_有給役員(注)","会社以外の法人_従業者数(注)_有給役員(注)_男","会社以外の法人_従業者数(注)_有給役員(注)_女","会社以外の法人_従業者数(注)_常用雇用者 (注)","会社以外の法人_従業者数(注)_常用雇用者 (注)_男","会社以外の法人_従業者数(注)_常用雇用者 (注)_女","会社以外の法人_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","会社以外の法人_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","会社以外の法人_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","会社以外の法人_従業者数(注)_臨時雇用者(注)","会社以外の法人_従業者数(注)_臨時雇用者(注)_男","会社以外の法人_従業者数(注)_臨時雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_有給役員(注)","法人でない団体_従業者数(注)_有給役員(注)_男","法人でない団体_従業者数(注)_有給役員(注)_女","法人でない団体_従業者数(注)_常用雇用者 (注)","法人でない団体_従業者数(注)_常用雇用者 (注)_男","法人でない団体_従業者数(注)_常用雇用者 (注)_女","法人でない団体_常用雇用者 (注)_従業者数(注)_うち正社員・正職員 (注)","法人でない団体_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_男","法人でない団体_従業者数(注)_常用雇用者 (注)_うち正社員・正職員 (注)_女","法人でない団体_従業者数(注)_臨時雇用者(注)","法人でない団体_従業者数(注)_臨時雇用者(注)_男","法人でない団体_従業者数(注)_臨時雇用者(注)_女"
"　C～R 非農林漁業(S公務を除く)_　　N 生活関連サービス業，娯楽業_","4458.0","17230.0","7413.0","9815.0","3529.0","1959.0","1570.0","867.0","177.0","690.0","743.0","476.0","267.0","10818.0","4335.0","6481.0","4963.0","2639.0","2322.0","5855.0","1696.0","4159.0","1273.0","466.0","807.0","3589.0","7116.0","2970.0","4146.0","3529.0","1959.0","1570.0","867.0","177.0","690.0","2348.0","717.0","1631.0","1334.0","468.0","866.0","372.0","117.0","255.0","863.0","10063.0","4436.0","5625.0","737.0","476.0","261.0","8455.0","3611.0","4842.0","3627.0","2169.0","1456.0","871.0","349.0","522.0","796.0","9488.0","4111.0","5377.0","700.0","443.0","257.0","7975.0","3351.0","4624.0","3458.0","2063.0","1395.0","813.0","317.0","496.0","791.0","9374.0","4066.0","5308.0","696.0","442.0","254.0","7873.0","3315.0","4558.0","3413.0","2035.0","1378.0","805.0","309.0","496.0","3.0","19.0","12.0","7.0","4.0","1.0","3.0","7.0","3.0","4.0","4.0","3.0","1.0","8.0","8.0","-","2.0","95.0","33.0","62.0","-","-","-","95.0","33.0","62.0","41.0","25.0","16.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","67.0","575.0","325.0","248.0","37.0","33.0","4.0","480.0","260.0","218.0","169.0","106.0","61.0","58.0","32.0","26.0","6.0","51.0","7.0","44.0","6.0","-","6.0","15.0","7.0","8.0","2.0","2.0","-","30.0","-","30.0"
"　C～R 非農林漁業(S公務を除く)_　　N 生活関連サービス業，娯楽業_　　　78 洗濯・理容・美容・浴場業","3406.0","8869.0","3238.0","5631.0","2995.0","1601.0","1394.0","660.0","129.0","531.0","283.0","164.0","119.0","4621.0","1308.0","3313.0","2212.0","882.0","1330.0","2409.0","426.0","1983.0","310.0","36.0","274.0","3045.0","5681.0","2216.0","3465.0","2995.0","1601.0","1394.0","660.0","129.0","531.0","1817.0","459.0","1358.0","1094.0","351.0","743.0","209.0","27.0","182.0","358.0","3148.0","1019.0","2129.0","278.0","164.0","114.0","2799.0","846.0","1953.0","1116.0","529.0","587.0","71.0","9.0","62.0","352.0","3044.0","957.0","2087.0","267.0","153.0","114.0","2708.0","797.0","1911.0","1100.0","520.0","580.0","69.0","7.0","62.0","352.0","3044.0","957.0","2087.0","267.0","153.0","114.0","2708.0","797.0","1911.0","1100.0","520.0","580.0","69.0","7.0","62.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0","104.0","62.0","42.0","11.0","11.0","-","91.0","49.0","42.0","16.0","9.0","7.0","2.0","2.0","-","3.0","40.0","3.0","37.0","5.0","-","5.0","5.0","3.0","2.0","2.0","2.0","-","30.0","-","30.0"
"　C～R 非農林漁業(S公務を除く)_　　N 生活関連サービス業，娯楽業_　　　79 その他の生活関連サービス業","470.0","2703.0","1209.0","1494.0","236.0","136.0","100.0","83.0","19.0","64.0","210.0","140.0","70.0","1843.0","787.0","1056.0","1005.0","569.0","436.0","838.0","218.0","620.0","331.0","127.0","204.0","240.0","666.0","355.0","311.0","236.0","136.0","100.0","83.0","19.0","64.0","271.0","148.0","123.0","104.0","50.0","54.0","76.0","52.0","24.0","230.0","2037.0","854.0","1183.0","210.0","140.0","70.0","1572.0","639.0","933.0","901.0","519.0","382.0","255.0","75.0","180.0","206.0","1881.0","777.0","1104.0","203.0","135.0","68.0","1430.0","567.0","863.0","828.0","478.0","350.0","248.0","75.0","173.0","203.0","1862.0","765.0","1097.0","199.0","134.0","65.0","1423.0","564.0","859.0","824.0","475.0","349.0","240.0","67.0","173.0","3.0","19.0","12.0","7.0","4.0","1.0","3.0","7.0","3.0","4.0","4.0","3.0","1.0","8.0","8.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24.0","156.0","77.0","79.0","7.0","5.0","2.0","142.0","72.0","70.0","73.0","41.0","32.0","7.0","-","7.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　N 生活関連サービス業，娯楽業_　　　80 娯楽業","564.0","5565.0","2933.0","2630.0","285.0","215.0","70.0","119.0","28.0","91.0","246.0","171.0","75.0","4292.0","2218.0","2072.0","1722.0","1175.0","545.0","2570.0","1043.0","1527.0","623.0","301.0","322.0","290.0","741.0","387.0","354.0","285.0","215.0","70.0","119.0","28.0","91.0","255.0","108.0","147.0","131.0","65.0","66.0","82.0","36.0","46.0","271.0","4813.0","2542.0","2269.0","245.0","171.0","74.0","4027.0","2106.0","1919.0","1591.0","1110.0","479.0","541.0","265.0","276.0","234.0","4498.0","2356.0","2142.0","226.0","154.0","72.0","3780.0","1967.0","1813.0","1511.0","1054.0","457.0","492.0","235.0","257.0","232.0","4403.0","2323.0","2080.0","226.0","154.0","72.0","3685.0","1934.0","1751.0","1470.0","1029.0","441.0","492.0","235.0","257.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.0","95.0","33.0","62.0","-","-","-","95.0","33.0","62.0","41.0","25.0","16.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","37.0","315.0","186.0","127.0","19.0","17.0","2.0","247.0","139.0","106.0","80.0","56.0","22.0","49.0","30.0","19.0","3.0","11.0","4.0","7.0","1.0","-","1.0","10.0","4.0","6.0","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　　NZ 生活関連サービス業，娯楽業 内格付不能_","18.0","93.0","33.0","60.0","13.0","7.0","6.0","5.0","1.0","4.0","4.0","1.0","3.0","62.0","22.0","40.0","24.0","13.0","11.0","38.0","9.0","29.0","9.0","2.0","7.0","14.0","28.0","12.0","16.0","13.0","7.0","6.0","5.0","1.0","4.0","5.0","2.0","3.0","5.0","2.0","3.0","5.0","2.0","3.0","4.0","65.0","21.0","44.0","4.0","1.0","3.0","57.0","20.0","37.0","19.0","11.0","8.0","4.0","-","4.0","4.0","65.0","21.0","44.0","4.0","1.0","3.0","57.0","20.0","37.0","19.0","11.0","8.0","4.0","-","4.0","4.0","65.0","21.0","44.0","4.0","1.0","3.0","57.0","20.0","37.0","19.0","11.0","8.0","4.0","-","4.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　O 教育，学習支援業_","1535.0","11081.0","5226.0","5849.0","1059.0","421.0","637.0","161.0","39.0","122.0","269.0","176.0","93.0","7991.0","3916.0","4070.0","4998.0","2727.0","2266.0","2993.0","1189.0","1804.0","1601.0","674.0","927.0","1093.0","2418.0","879.0","1533.0","1059.0","421.0","637.0","161.0","39.0","122.0","921.0","312.0","604.0","192.0","82.0","105.0","277.0","107.0","170.0","435.0","8638.0","4336.0","4302.0","267.0","174.0","93.0","7059.0","3599.0","3460.0","4801.0","2643.0","2158.0","1312.0","563.0","749.0","289.0","2953.0","1662.0","1291.0","215.0","135.0","80.0","2138.0","1253.0","885.0","1203.0","834.0","369.0","600.0","274.0","326.0","286.0","2929.0","1649.0","1280.0","212.0","132.0","80.0","2125.0","1245.0","880.0","1198.0","831.0","367.0","592.0","272.0","320.0","1.0","6.0","6.0","-","1.0","1.0","-","5.0","5.0","-","-","-","-","-","-","-","2.0","18.0","7.0","11.0","2.0","2.0","-","8.0","3.0","5.0","5.0","3.0","2.0","8.0","2.0","6.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","146.0","5685.0","2674.0","3011.0","52.0","39.0","13.0","4921.0","2346.0","2575.0","3598.0","1809.0","1789.0","712.0","289.0","423.0","7.0","25.0","11.0","14.0","2.0","2.0","-","11.0","5.0","6.0","5.0","2.0","3.0","12.0","4.0","8.0"
"　C～R 非農林漁業(S公務を除く)_　　O 教育，学習支援業_　　　81 学校教育","108.0","5484.0","2548.0","2936.0","8.0","6.0","2.0","4.0","-","4.0","50.0","36.0","14.0","4712.0","2216.0","2496.0","3488.0","1736.0","1752.0","1224.0","480.0","744.0","710.0","290.0","420.0","8.0","44.0","19.0","25.0","8.0","6.0","2.0","4.0","-","4.0","31.0","13.0","18.0","17.0","9.0","8.0","1.0","-","1.0","100.0","5440.0","2529.0","2911.0","50.0","36.0","14.0","4681.0","2203.0","2478.0","3471.0","1727.0","1744.0","709.0","290.0","419.0","5.0","160.0","129.0","31.0","12.0","8.0","4.0","121.0","94.0","27.0","89.0","77.0","12.0","27.0","27.0","-","5.0","160.0","129.0","31.0","12.0","8.0","4.0","121.0","94.0","27.0","89.0","77.0","12.0","27.0","27.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.0","5280.0","2400.0","2880.0","38.0","28.0","10.0","4560.0","2109.0","2451.0","3382.0","1650.0","1732.0","682.0","263.0","419.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　O 教育，学習支援業_　　　82 その他の教育，学習支援業","1427.0","5597.0","2678.0","2913.0","1051.0","415.0","635.0","157.0","39.0","118.0","219.0","140.0","79.0","3279.0","1700.0","1574.0","1510.0","991.0","514.0","1769.0","709.0","1060.0","891.0","384.0","507.0","1085.0","2374.0","860.0","1508.0","1051.0","415.0","635.0","157.0","39.0","118.0","890.0","299.0","586.0","175.0","73.0","97.0","276.0","107.0","169.0","335.0","3198.0","1807.0","1391.0","217.0","138.0","79.0","2378.0","1396.0","982.0","1330.0","916.0","414.0","603.0","273.0","330.0","284.0","2793.0","1533.0","1260.0","203.0","127.0","76.0","2017.0","1159.0","858.0","1114.0","757.0","357.0","573.0","247.0","326.0","281.0","2769.0","1520.0","1249.0","200.0","124.0","76.0","2004.0","1151.0","853.0","1109.0","754.0","355.0","565.0","245.0","320.0","1.0","6.0","6.0","-","1.0","1.0","-","5.0","5.0","-","-","-","-","-","-","-","2.0","18.0","7.0","11.0","2.0","2.0","-","8.0","3.0","5.0","5.0","3.0","2.0","8.0","2.0","6.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","51.0","405.0","274.0","131.0","14.0","11.0","3.0","361.0","237.0","124.0","216.0","159.0","57.0","30.0","26.0","4.0","7.0","25.0","11.0","14.0","2.0","2.0","-","11.0","5.0","6.0","5.0","2.0","3.0","12.0","4.0","8.0"
"　C～R 非農林漁業(S公務を除く)_　　P 医療，福祉_","3398.0","52474.0","14216.0","38258.0","1795.0","1604.0","191.0","313.0","50.0","263.0","2049.0","1097.0","952.0","45728.0","10865.0","34863.0","27547.0","8076.0","19471.0","18181.0","2789.0","15392.0","2589.0","600.0","1989.0","1834.0","8552.0","2462.0","6090.0","1795.0","1604.0","191.0","313.0","50.0","263.0","5984.0","725.0","5259.0","2986.0","495.0","2491.0","460.0","83.0","377.0","1559.0","43883.0","11752.0","32131.0","2048.0","1096.0","952.0","39712.0","10140.0","29572.0","24546.0","7581.0","16965.0","2123.0","516.0","1607.0","424.0","7139.0","1419.0","5720.0","497.0","253.0","244.0","6125.0","1122.0","5003.0","2270.0","746.0","1524.0","517.0","44.0","473.0","417.0","7084.0","1397.0","5687.0","487.0","250.0","237.0","6089.0","1104.0","4985.0","2248.0","732.0","1516.0","508.0","43.0","465.0","1.0","6.0","2.0","4.0","1.0","1.0","-","4.0","1.0","3.0","-","-","-","1.0","-","1.0","6.0","49.0","20.0","29.0","9.0","2.0","7.0","32.0","17.0","15.0","22.0","14.0","8.0","8.0","1.0","7.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1135.0","36744.0","10333.0","26411.0","1551.0","843.0","708.0","33587.0","9018.0","24569.0","22276.0","6835.0","15441.0","1606.0","472.0","1134.0","5.0","39.0","2.0","37.0","1.0","1.0","-","32.0","-","32.0","15.0","-","15.0","6.0","1.0","5.0"
"　C～R 非農林漁業(S公務を除く)_　　P 医療，福祉_　　　83 医療業","2333.0","27392.0","7872.0","19520.0","1775.0","1596.0","179.0","307.0","48.0","259.0","1405.0","751.0","654.0","22909.0","5106.0","17803.0","15713.0","4039.0","11674.0","7196.0","1067.0","6129.0","996.0","371.0","625.0","1813.0","8358.0","2439.0","5919.0","1775.0","1596.0","179.0","307.0","48.0","259.0","5844.0","719.0","5125.0","2930.0","491.0","2439.0","432.0","76.0","356.0","520.0","19034.0","5433.0","13601.0","1405.0","751.0","654.0","17065.0","4387.0","12678.0","12783.0","3548.0","9235.0","564.0","295.0","269.0","75.0","745.0","323.0","422.0","98.0","58.0","40.0","583.0","248.0","335.0","290.0","173.0","117.0","64.0","17.0","47.0","73.0","731.0","315.0","416.0","95.0","56.0","39.0","572.0","242.0","330.0","281.0","167.0","114.0","64.0","17.0","47.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.0","14.0","8.0","6.0","3.0","2.0","1.0","11.0","6.0","5.0","9.0","6.0","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","445.0","18289.0","5110.0","13179.0","1307.0","693.0","614.0","16482.0","4139.0","12343.0","12493.0","3375.0","9118.0","500.0","278.0","222.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　P 医療，福祉_　　　84 保健衛生","12.0","96.0","53.0","43.0","-","-","-","-","-","-","3.0","2.0","1.0","92.0","50.0","42.0","65.0","42.0","23.0","27.0","8.0","19.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.0","95.0","52.0","43.0","3.0","2.0","1.0","92.0","50.0","42.0","65.0","42.0","23.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-","4.0","1.0","3.0","3.0","1.0","2.0","-","-","-","1.0","4.0","1.0","3.0","-","-","-","4.0","1.0","3.0","3.0","1.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.0","91.0","51.0","40.0","3.0","2.0","1.0","88.0","49.0","39.0","62.0","41.0","21.0","-","-","-","1.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","1.0","1.0","-"
"　C～R 非農林漁業(S公務を除く)_　　P 医療，福祉_　　　85 社会保険・社会福祉・介護事業","1050.0","24964.0","6281.0","18683.0","20.0","8.0","12.0","6.0","2.0","4.0","638.0","342.0","296.0","22708.0","5701.0","17007.0","11755.0","3987.0","7768.0","10953.0","1714.0","9239.0","1592.0","228.0","1364.0","21.0","194.0","23.0","171.0","20.0","8.0","12.0","6.0","2.0","4.0","140.0","6.0","134.0","56.0","4.0","52.0","28.0","7.0","21.0","1025.0","24732.0","6257.0","18475.0","637.0","341.0","296.0","22536.0","5695.0","16841.0","11684.0","3983.0","7701.0","1559.0","221.0","1338.0","346.0","6374.0","1087.0","5287.0","396.0","193.0","203.0","5525.0","867.0","4658.0","1967.0","566.0","1401.0","453.0","27.0","426.0","341.0","6333.0","1073.0","5260.0","389.0","192.0","197.0","5500.0","855.0","4645.0","1954.0","558.0","1396.0","444.0","26.0","418.0","1.0","6.0","2.0","4.0","1.0","1.0","-","4.0","1.0","3.0","-","-","-","1.0","-","1.0","4.0","35.0","12.0","23.0","6.0","-","6.0","21.0","11.0","10.0","13.0","8.0","5.0","8.0","1.0","7.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","679.0","18358.0","5170.0","13188.0","241.0","148.0","93.0","17011.0","4828.0","12183.0","9717.0","3417.0","6300.0","1106.0","194.0","912.0","4.0","38.0","1.0","37.0","1.0","1.0","-","32.0","-","32.0","15.0","-","15.0","5.0","-","5.0"
"　C～R 非農林漁業(S公務を除く)_　　　PZ 医療，福祉 内格付不能_","3.0","22.0","10.0","12.0","-","-","-","-","-","-","3.0","2.0","1.0","19.0","8.0","11.0","14.0","8.0","6.0","5.0","-","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.0","22.0","10.0","12.0","3.0","2.0","1.0","19.0","8.0","11.0","14.0","8.0","6.0","-","-","-","2.0","16.0","8.0","8.0","3.0","2.0","1.0","13.0","6.0","7.0","10.0","6.0","4.0","-","-","-","2.0","16.0","8.0","8.0","3.0","2.0","1.0","13.0","6.0","7.0","10.0","6.0","4.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","6.0","2.0","4.0","-","-","-","6.0","2.0","4.0","4.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　C～R 非農林漁業(S公務を除く)_　　Q 複合サービス事業_","471.0","4482.0","2739.0","1743.0","44.0","17.0","27.0","10.0","2.0","8.0","350.0","340.0","10.0","3996.0","2342.0","1654.0","3063.0","2139.0","924.0","933.0","203.0","730.0","82.0","38.0","44.0","44.0","129.0","30.0","99.0","44.0","17.0","27.0","10.0","2.0","8.0","49.0","9.0","40.0","7.0","2.0","5.0","26.0","2.0","24.0","426.0","4352.0","2709.0","1643.0","350.0","340.0","10.0","3946.0","2333.0","1613.0","3055.0","2137.0","918.0","56.0","36.0","20.0","264.0","1583.0","832.0","751.0","-","-","-","1583.0","832.0","751.0","1108.0","771.0","337.0","-","-","-","264.0","1583.0","832.0","751.0","-","-","-","1583.0","832.0","751.0","1108.0","771.0","337.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","162.0","2769.0","1877.0","892.0","350.0","340.0","10.0","2363.0","1501.0","862.0","1947.0","1366.0","581.0","56.0","36.0","20.0","1.0","1.0","-","1.0","-","-","-","1.0","-","1.0","1.0","-","1.0","-","-","-"
